,dataset,random_seed,f1_micro,f1_macro,accuracy,classification_report
20,metrics_pmd_merged.pkl,5,0.9337700145560408,0.8779959700829889,0.9337700145560408,"              precision    recall  f1-score   support

           0       0.95      0.87      0.91       300
           1       0.43      0.68      0.53        44

    accuracy                           0.85       344
   macro avg       0.69      0.78      0.72       344
weighted avg       0.88      0.85      0.86       344
"
21,whole_pmd_merged.pkl,5,0.8697234352256187,0.7916762310529859,0.8697234352256187,"              precision    recall  f1-score   support

           0       0.97      0.83      0.90       300
           1       0.43      0.84      0.56        44

    accuracy                           0.83       344
   macro avg       0.70      0.84      0.73       344
weighted avg       0.90      0.83      0.86       344
"
22,sum_pmd_merged.pkl,5,0.9141193595342066,0.8490773286467487,0.9141193595342066,"              precision    recall  f1-score   support

           0       0.96      0.87      0.92       300
           1       0.47      0.77      0.59        44

    accuracy                           0.86       344
   macro avg       0.72      0.82      0.75       344
weighted avg       0.90      0.86      0.87       344
"
23,avg_pmd_merged.pkl,5,0.8719068413391557,0.7942868809228099,0.8719068413391557,"              precision    recall  f1-score   support

           0       0.97      0.83      0.89       300
           1       0.41      0.82      0.55        44

    accuracy                           0.83       344
   macro avg       0.69      0.82      0.72       344
weighted avg       0.90      0.83      0.85       344
"
24,metrics_pmd_merged.pkl,6,0.9337700145560408,0.8771028133836976,0.9337700145560408,"              precision    recall  f1-score   support

           0       0.97      0.89      0.93       300
           1       0.53      0.82      0.64        44

    accuracy                           0.88       344
   macro avg       0.75      0.86      0.79       344
weighted avg       0.91      0.88      0.89       344
"
25,whole_pmd_merged.pkl,6,0.8653566229985444,0.7865117486148334,0.8653566229985444,"              precision    recall  f1-score   support

           0       0.99      0.82      0.90       300
           1       0.43      0.93      0.59        44

    accuracy                           0.83       344
   macro avg       0.71      0.88      0.74       344
weighted avg       0.92      0.83      0.86       344
"
26,sum_pmd_merged.pkl,6,0.9213973799126638,0.8594948358727886,0.9213973799126638,"              precision    recall  f1-score   support

           0       0.97      0.88      0.93       300
           1       0.51      0.84      0.64        44

    accuracy                           0.88       344
   macro avg       0.74      0.86      0.78       344
weighted avg       0.92      0.88      0.89       344
"
27,avg_pmd_merged.pkl,6,0.8675400291120815,0.7890846400906858,0.8675400291120815,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.44      0.86      0.58        44

    accuracy                           0.84       344
   macro avg       0.71      0.85      0.74       344
weighted avg       0.91      0.84      0.86       344
"
28,metrics_pmd_merged.pkl,7,0.9381368267831149,0.883924445040774,0.9381368267831149,"              precision    recall  f1-score   support

           0       0.97      0.90      0.94       300
           1       0.55      0.84      0.67        44

    accuracy                           0.89       344
   macro avg       0.76      0.87      0.80       344
weighted avg       0.92      0.89      0.90       344
"
29,whole_pmd_merged.pkl,7,0.8595342066957787,0.7797394735814782,0.8595342066957787,"              precision    recall  f1-score   support

           0       0.98      0.83      0.90       300
           1       0.43      0.91      0.59        44

    accuracy                           0.84       344
   macro avg       0.71      0.87      0.74       344
weighted avg       0.91      0.84      0.86       344
"
30,sum_pmd_merged.pkl,7,0.9213973799126638,0.8594948358727886,0.9213973799126638,"              precision    recall  f1-score   support

           0       0.98      0.87      0.92       300
           1       0.49      0.89      0.63        44

    accuracy                           0.87       344
   macro avg       0.74      0.88      0.78       344
weighted avg       0.92      0.87      0.88       344
"
31,avg_pmd_merged.pkl,7,0.8740902474526928,0.796916957077816,0.8740902474526928,"              precision    recall  f1-score   support

           0       0.99      0.85      0.92       300
           1       0.49      0.95      0.65        44

    accuracy                           0.87       344
   macro avg       0.74      0.90      0.78       344
weighted avg       0.93      0.87      0.88       344
"
32,metrics_pmd_merged.pkl,8,0.9417758369723436,0.8901362502398771,0.9417758369723436,"              precision    recall  f1-score   support

           0       0.96      0.90      0.93       300
           1       0.52      0.73      0.61        44

    accuracy                           0.88       344
   macro avg       0.74      0.82      0.77       344
weighted avg       0.90      0.88      0.89       344
"
33,whole_pmd_merged.pkl,8,0.86608442503639,0.787367323251863,0.86608442503639,"              precision    recall  f1-score   support

           0       0.99      0.84      0.91       300
           1       0.47      0.95      0.63        44

    accuracy                           0.85       344
   macro avg       0.73      0.90      0.77       344
weighted avg       0.92      0.85      0.87       344
"
34,sum_pmd_merged.pkl,8,0.9032023289665211,0.8340379272859041,0.9032023289665211,"              precision    recall  f1-score   support

           0       0.99      0.85      0.91       300
           1       0.48      0.93      0.63        44

    accuracy                           0.86       344
   macro avg       0.73      0.89      0.77       344
weighted avg       0.92      0.86      0.88       344
"
35,avg_pmd_merged.pkl,8,0.8806404657933042,0.8049275412504112,0.8806404657933042,"              precision    recall  f1-score   support

           0       0.98      0.82      0.89       300
           1       0.42      0.89      0.57        44

    accuracy                           0.83       344
   macro avg       0.70      0.85      0.73       344
weighted avg       0.91      0.83      0.85       344
"
36,metrics_pmd_merged.pkl,9,0.9395924308588064,0.8866556345692265,0.9395924308588064,"              precision    recall  f1-score   support

           0       0.96      0.90      0.93       300
           1       0.52      0.73      0.60        44

    accuracy                           0.88       344
   macro avg       0.74      0.81      0.77       344
weighted avg       0.90      0.88      0.89       344
"
37,whole_pmd_merged.pkl,9,0.8697234352256187,0.7916762310529859,0.8697234352256187,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.45      0.89      0.60        44

    accuracy                           0.85       344
   macro avg       0.71      0.86      0.75       344
weighted avg       0.91      0.85      0.87       344
"
38,sum_pmd_merged.pkl,9,0.9112081513828238,0.8450001479465026,0.9112081513828238,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.51      0.84      0.63        44

    accuracy                           0.88       344
   macro avg       0.74      0.86      0.78       344
weighted avg       0.91      0.88      0.89       344
"
39,avg_pmd_merged.pkl,9,0.858806404657933,0.778901791639018,0.858806404657933,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.48      0.91      0.62        44

    accuracy                           0.86       344
   macro avg       0.73      0.88      0.77       344
weighted avg       0.92      0.86      0.88       344
"
40,metrics_pmd_merged.pkl,10,0.9286754002911208,0.8697882216420076,0.9286754002911208,"              precision    recall  f1-score   support

           0       0.96      0.94      0.95       300
           1       0.66      0.75      0.70        44

    accuracy                           0.92       344
   macro avg       0.81      0.85      0.83       344
weighted avg       0.92      0.92      0.92       344
"
41,whole_pmd_merged.pkl,10,0.846433770014556,0.7649463472772308,0.846433770014556,"              precision    recall  f1-score   support

           0       0.99      0.88      0.93       300
           1       0.53      0.91      0.67        44

    accuracy                           0.89       344
   macro avg       0.76      0.90      0.80       344
weighted avg       0.93      0.89      0.90       344
"
42,sum_pmd_merged.pkl,10,0.9075691411935953,0.8399727813049384,0.9075691411935953,"              precision    recall  f1-score   support

           0       0.98      0.90      0.94       300
           1       0.57      0.89      0.69        44

    accuracy                           0.90       344
   macro avg       0.77      0.89      0.81       344
weighted avg       0.93      0.90      0.91       344
"
43,avg_pmd_merged.pkl,10,0.8566229985443959,0.7764002554217226,0.8566229985443959,"              precision    recall  f1-score   support

           0       0.97      0.85      0.91       300
           1       0.46      0.84      0.59        44

    accuracy                           0.85       344
   macro avg       0.72      0.85      0.75       344
weighted avg       0.91      0.85      0.87       344
"
44,metrics_pmd_merged.pkl,11,0.9403202328966521,0.8878117170976902,0.9403202328966521,"              precision    recall  f1-score   support

           0       0.96      0.93      0.94       300
           1       0.60      0.73      0.66        44

    accuracy                           0.90       344
   macro avg       0.78      0.83      0.80       344
weighted avg       0.91      0.90      0.91       344
"
45,whole_pmd_merged.pkl,11,0.8740902474526928,0.796916957077816,0.8740902474526928,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.54      0.82      0.65        44

    accuracy                           0.89       344
   macro avg       0.75      0.86      0.79       344
weighted avg       0.92      0.89      0.90       344
"
46,sum_pmd_merged.pkl,11,0.913391557496361,0.8480533420068304,0.913391557496361,"              precision    recall  f1-score   support

           0       0.97      0.91      0.94       300
           1       0.57      0.80      0.67        44

    accuracy                           0.90       344
   macro avg       0.77      0.85      0.80       344
weighted avg       0.92      0.90      0.91       344
"
47,avg_pmd_merged.pkl,11,0.868995633187773,0.7908102676532383,0.868995633187773,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.50      0.82      0.62        44

    accuracy                           0.87       344
   macro avg       0.74      0.85      0.77       344
weighted avg       0.91      0.87      0.88       344
"
48,metrics_pmd_merged.pkl,12,0.9374090247452693,0.8836418780526233,0.9374090247452693,"              precision    recall  f1-score   support

           0       0.96      0.89      0.92       300
           1       0.48      0.73      0.58        44

    accuracy                           0.87       344
   macro avg       0.72      0.81      0.75       344
weighted avg       0.90      0.87      0.88       344
"
49,whole_pmd_merged.pkl,12,0.8806404657933042,0.8049275412504112,0.8806404657933042,"              precision    recall  f1-score   support

           0       0.98      0.83      0.90       300
           1       0.44      0.89      0.59        44

    accuracy                           0.84       344
   macro avg       0.71      0.86      0.74       344
weighted avg       0.91      0.84      0.86       344
"
50,sum_pmd_merged.pkl,12,0.9177583697234353,0.854245151502919,0.9177583697234353,"              precision    recall  f1-score   support

           0       0.97      0.88      0.92       300
           1       0.49      0.80      0.61        44

    accuracy                           0.87       344
   macro avg       0.73      0.84      0.77       344
weighted avg       0.91      0.87      0.88       344
"
51,avg_pmd_merged.pkl,12,0.8828238719068413,0.8076391636485376,0.8828238719068413,"              precision    recall  f1-score   support

           0       0.97      0.84      0.90       300
           1       0.43      0.84      0.57        44

    accuracy                           0.84       344
   macro avg       0.70      0.84      0.73       344
weighted avg       0.90      0.84      0.86       344
"
52,metrics_pmd_merged.pkl,13,0.9228529839883551,0.8611353711790393,0.9228529839883551,"              precision    recall  f1-score   support

           0       0.98      0.91      0.94       300
           1       0.58      0.86      0.69        44

    accuracy                           0.90       344
   macro avg       0.78      0.89      0.82       344
weighted avg       0.93      0.90      0.91       344
"
53,whole_pmd_merged.pkl,13,0.8602620087336245,0.7805790939305925,0.8602620087336245,"              precision    recall  f1-score   support

           0       1.00      0.85      0.92       300
           1       0.48      0.98      0.65        44

    accuracy                           0.86       344
   macro avg       0.74      0.91      0.78       344
weighted avg       0.93      0.86      0.88       344
"
54,sum_pmd_merged.pkl,13,0.9119359534206696,0.8460147729640863,0.9119359534206696,"              precision    recall  f1-score   support

           0       0.99      0.89      0.93       300
           1       0.55      0.93      0.69        44

    accuracy                           0.89       344
   macro avg       0.77      0.91      0.81       344
weighted avg       0.93      0.89      0.90       344
"
55,avg_pmd_merged.pkl,13,0.8580786026200873,0.7780660359776053,0.8580786026200873,"              precision    recall  f1-score   support

           0       0.99      0.86      0.92       300
           1       0.50      0.95      0.66        44

    accuracy                           0.87       344
   macro avg       0.75      0.91      0.79       344
weighted avg       0.93      0.87      0.89       344
"
56,metrics_pmd_merged.pkl,14,0.9359534206695779,0.8813718295377395,0.9359534206695779,"              precision    recall  f1-score   support

           0       0.97      0.89      0.93       300
           1       0.53      0.84      0.65        44

    accuracy                           0.88       344
   macro avg       0.75      0.87      0.79       344
weighted avg       0.92      0.88      0.89       344
"
57,whole_pmd_merged.pkl,14,0.8748180494905385,0.7977980307536456,0.8748180494905385,"              precision    recall  f1-score   support

           0       0.97      0.83      0.89       300
           1       0.41      0.82      0.55        44

    accuracy                           0.83       344
   macro avg       0.69      0.82      0.72       344
weighted avg       0.90      0.83      0.85       344
"
58,sum_pmd_merged.pkl,14,0.9177583697234353,0.854245151502919,0.9177583697234353,"              precision    recall  f1-score   support

           0       0.97      0.85      0.91       300
           1       0.46      0.84      0.59        44

    accuracy                           0.85       344
   macro avg       0.72      0.85      0.75       344
weighted avg       0.91      0.85      0.87       344
"
59,avg_pmd_merged.pkl,14,0.8653566229985444,0.7865117486148334,0.8653566229985444,"              precision    recall  f1-score   support

           0       0.98      0.80      0.88       300
           1       0.39      0.89      0.55        44

    accuracy                           0.81       344
   macro avg       0.69      0.84      0.71       344
weighted avg       0.90      0.81      0.84       344
"
60,metrics_pmd_merged.pkl,15,0.9366812227074236,0.8820718373483576,0.9366812227074236,"              precision    recall  f1-score   support

           0       0.97      0.91      0.94       300
           1       0.56      0.80      0.66        44

    accuracy                           0.90       344
   macro avg       0.77      0.85      0.80       344
weighted avg       0.92      0.90      0.90       344
"
61,whole_pmd_merged.pkl,15,0.8653566229985444,0.7865117486148334,0.8653566229985444,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.45      0.91      0.60        44

    accuracy                           0.85       344
   macro avg       0.72      0.87      0.75       344
weighted avg       0.92      0.85      0.87       344
"
62,sum_pmd_merged.pkl,15,0.9075691411935953,0.8399727813049384,0.9075691411935953,"              precision    recall  f1-score   support

           0       0.98      0.88      0.93       300
           1       0.51      0.86      0.64        44

    accuracy                           0.88       344
   macro avg       0.75      0.87      0.79       344
weighted avg       0.92      0.88      0.89       344
"
63,avg_pmd_merged.pkl,15,0.8719068413391557,0.7942868809228099,0.8719068413391557,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.48      0.91      0.62        44

    accuracy                           0.86       344
   macro avg       0.73      0.88      0.77       344
weighted avg       0.92      0.86      0.88       344
"
64,metrics_pmd_merged.pkl,16,0.925764192139738,0.865433288909202,0.925764192139738,"              precision    recall  f1-score   support

           0       0.98      0.90      0.94       300
           1       0.57      0.86      0.68        44

    accuracy                           0.90       344
   macro avg       0.77      0.88      0.81       344
weighted avg       0.93      0.90      0.91       344
"
65,whole_pmd_merged.pkl,16,0.8558951965065502,0.7755702066999287,0.8558951965065502,"              precision    recall  f1-score   support

           0       1.00      0.84      0.91       300
           1       0.48      0.98      0.64        44

    accuracy                           0.86       344
   macro avg       0.74      0.91      0.78       344
weighted avg       0.93      0.86      0.88       344
"
66,sum_pmd_merged.pkl,16,0.9192139737991266,0.8563350430248824,0.9192139737991266,"              precision    recall  f1-score   support

           0       0.99      0.89      0.94       300
           1       0.55      0.91      0.68        44

    accuracy                           0.89       344
   macro avg       0.77      0.90      0.81       344
weighted avg       0.93      0.89      0.90       344
"
67,avg_pmd_merged.pkl,16,0.86608442503639,0.787367323251863,0.86608442503639,"              precision    recall  f1-score   support

           0       0.99      0.83      0.91       300
           1       0.46      0.95      0.62        44

    accuracy                           0.85       344
   macro avg       0.72      0.89      0.76       344
weighted avg       0.92      0.85      0.87       344
"
68,metrics_pmd_merged.pkl,17,0.9352256186317321,0.8802426758984052,0.9352256186317321,"              precision    recall  f1-score   support

           0       0.98      0.91      0.94       300
           1       0.59      0.89      0.71        44

    accuracy                           0.91       344
   macro avg       0.79      0.90      0.83       344
weighted avg       0.93      0.91      0.91       344
"
69,whole_pmd_merged.pkl,17,0.8522561863173217,0.7714479095565587,0.8522561863173217,"              precision    recall  f1-score   support

           0       1.00      0.83      0.90       300
           1       0.45      0.98      0.62        44

    accuracy                           0.85       344
   macro avg       0.72      0.90      0.76       344
weighted avg       0.93      0.85      0.87       344
"
70,sum_pmd_merged.pkl,17,0.8981077147016011,0.8272436945205823,0.8981077147016011,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.54      0.84      0.66        44

    accuracy                           0.89       344
   macro avg       0.76      0.87      0.80       344
weighted avg       0.92      0.89      0.90       344
"
71,avg_pmd_merged.pkl,17,0.8726346433770015,0.7951613961226766,0.8726346433770015,"              precision    recall  f1-score   support

           0       0.98      0.86      0.92       300
           1       0.49      0.91      0.63        44

    accuracy                           0.87       344
   macro avg       0.74      0.88      0.78       344
weighted avg       0.92      0.87      0.88       344
"
72,metrics_pmd_merged.pkl,18,0.9417758369723436,0.8901362502398771,0.9417758369723436,"              precision    recall  f1-score   support

           0       0.96      0.91      0.94       300
           1       0.56      0.75      0.64        44

    accuracy                           0.89       344
   macro avg       0.76      0.83      0.79       344
weighted avg       0.91      0.89      0.90       344
"
73,whole_pmd_merged.pkl,18,0.8653566229985444,0.7865117486148334,0.8653566229985444,"              precision    recall  f1-score   support

           0       0.99      0.86      0.92       300
           1       0.49      0.93      0.64        44

    accuracy                           0.87       344
   macro avg       0.74      0.89      0.78       344
weighted avg       0.92      0.87      0.88       344
"
74,sum_pmd_merged.pkl,18,0.9163027656477438,0.8521683564874805,0.9163027656477438,"              precision    recall  f1-score   support

           0       0.97      0.90      0.94       300
           1       0.55      0.84      0.67        44

    accuracy                           0.89       344
   macro avg       0.76      0.87      0.80       344
weighted avg       0.92      0.89      0.90       344
"
75,avg_pmd_merged.pkl,18,0.8646288209606987,0.7856582125603865,0.8646288209606987,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.47      0.91      0.62        44

    accuracy                           0.85       344
   macro avg       0.72      0.88      0.76       344
weighted avg       0.92      0.85      0.87       344
"
76,metrics_pmd_merged.pkl,19,0.9374090247452693,0.8836418780526233,0.9374090247452693,"              precision    recall  f1-score   support

           0       0.95      0.91      0.93       300
           1       0.53      0.70      0.60        44

    accuracy                           0.88       344
   macro avg       0.74      0.81      0.77       344
weighted avg       0.90      0.88      0.89       344
"
77,whole_pmd_merged.pkl,19,0.868995633187773,0.7908102676532383,0.868995633187773,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.46      0.86      0.60        44

    accuracy                           0.85       344
   macro avg       0.72      0.86      0.76       344
weighted avg       0.91      0.85      0.87       344
"
78,sum_pmd_merged.pkl,19,0.9017467248908297,0.8320827120963997,0.9017467248908297,"              precision    recall  f1-score   support

           0       0.97      0.88      0.93       300
           1       0.51      0.84      0.64        44

    accuracy                           0.88       344
   macro avg       0.74      0.86      0.78       344
weighted avg       0.92      0.88      0.89       344
"
79,avg_pmd_merged.pkl,19,0.8653566229985444,0.7865117486148334,0.8653566229985444,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.47      0.91      0.62        44

    accuracy                           0.85       344
   macro avg       0.72      0.88      0.76       344
weighted avg       0.92      0.85      0.87       344
"
80,metrics_pmd_merged.pkl,20,0.9352256186317321,0.8802426758984052,0.9352256186317321,"              precision    recall  f1-score   support

           0       0.98      0.91      0.94       300
           1       0.58      0.86      0.70        44

    accuracy                           0.90       344
   macro avg       0.78      0.89      0.82       344
weighted avg       0.93      0.90      0.91       344
"
81,whole_pmd_merged.pkl,20,0.868995633187773,0.7908102676532383,0.868995633187773,"              precision    recall  f1-score   support

           0       0.99      0.84      0.91       300
           1       0.47      0.95      0.63        44

    accuracy                           0.85       344
   macro avg       0.73      0.90      0.77       344
weighted avg       0.92      0.85      0.87       344
"
82,sum_pmd_merged.pkl,20,0.9002911208151383,0.8301387762173713,0.9002911208151383,"              precision    recall  f1-score   support

           0       0.99      0.90      0.94       300
           1       0.58      0.93      0.71        44

    accuracy                           0.90       344
   macro avg       0.78      0.92      0.83       344
weighted avg       0.94      0.90      0.91       344
"
83,avg_pmd_merged.pkl,20,0.8580786026200873,0.7780660359776053,0.8580786026200873,"              precision    recall  f1-score   support

           0       1.00      0.85      0.92       300
           1       0.49      0.98      0.66        44

    accuracy                           0.87       344
   macro avg       0.75      0.92      0.79       344
weighted avg       0.93      0.87      0.89       344
"
84,metrics_pmd_merged.pkl,21,0.9330422125181951,0.8764311186186187,0.9330422125181951,"              precision    recall  f1-score   support

           0       0.97      0.89      0.93       300
           1       0.51      0.82      0.63        44

    accuracy                           0.88       344
   macro avg       0.74      0.85      0.78       344
weighted avg       0.91      0.88      0.89       344
"
85,whole_pmd_merged.pkl,21,0.8668122270742358,0.7882249494023028,0.8668122270742358,"              precision    recall  f1-score   support

           0       0.98      0.83      0.90       300
           1       0.43      0.91      0.59        44

    accuracy                           0.84       344
   macro avg       0.71      0.87      0.74       344
weighted avg       0.91      0.84      0.86       344
"
86,sum_pmd_merged.pkl,21,0.9177583697234353,0.854245151502919,0.9177583697234353,"              precision    recall  f1-score   support

           0       0.98      0.86      0.92       300
           1       0.48      0.86      0.62        44

    accuracy                           0.86       344
   macro avg       0.73      0.86      0.77       344
weighted avg       0.91      0.86      0.88       344
"
87,avg_pmd_merged.pkl,21,0.8675400291120815,0.7890846400906858,0.8675400291120815,"              precision    recall  f1-score   support

           0       0.98      0.81      0.89       300
           1       0.41      0.89      0.56        44

    accuracy                           0.82       344
   macro avg       0.70      0.85      0.73       344
weighted avg       0.91      0.82      0.85       344
"
88,metrics_pmd_merged.pkl,22,0.9475982532751092,0.8996038060598188,0.9475982532751092,"              precision    recall  f1-score   support

           0       0.95      0.91      0.93       300
           1       0.54      0.70      0.61        44

    accuracy                           0.89       344
   macro avg       0.75      0.81      0.77       344
weighted avg       0.90      0.89      0.89       344
"
89,whole_pmd_merged.pkl,22,0.8755458515283843,0.7986813186813186,0.8755458515283843,"              precision    recall  f1-score   support

           0       0.98      0.83      0.90       300
           1       0.44      0.91      0.60        44

    accuracy                           0.84       344
   macro avg       0.71      0.87      0.75       344
weighted avg       0.92      0.84      0.86       344
"
90,sum_pmd_merged.pkl,22,0.9199417758369723,0.8573849568210641,0.9199417758369723,"              precision    recall  f1-score   support

           0       0.98      0.86      0.92       300
           1       0.48      0.86      0.62        44

    accuracy                           0.86       344
   macro avg       0.73      0.86      0.77       344
weighted avg       0.91      0.86      0.88       344
"
91,avg_pmd_merged.pkl,22,0.8508005822416302,0.7698118172583523,0.8508005822416302,"              precision    recall  f1-score   support

           0       0.98      0.81      0.89       300
           1       0.41      0.91      0.57        44

    accuracy                           0.82       344
   macro avg       0.70      0.86      0.73       344
weighted avg       0.91      0.82      0.85       344
"
92,metrics_pmd_merged.pkl,23,0.9294032023289666,0.871346700169024,0.9294032023289666,"              precision    recall  f1-score   support

           0       0.97      0.92      0.94       300
           1       0.59      0.77      0.67        44

    accuracy                           0.90       344
   macro avg       0.78      0.85      0.80       344
weighted avg       0.92      0.90      0.91       344
"
